daynum,1team_seed,2team_seed,1team,wscore,2team,lscore,loc_lat,loc_long,1team_lat,1team_long,2team_lat,2team_long,1team_tempo,2team_tempo,1team_adj_tempo,2team_adj_tempo,1team_off_eff,2team_off_eff,1team_adj_off_eff,2team_adj_off_eff,1team_def_eff,2team_def_eff,1team_adj_def_eff,2team_adj_def_eff,1team_fg2pct,2team_fg2pct,1team_fg3pct,2team_fg3pct,1team_ftpct,2team_ftpct,1team_blockpct,2team_blockpct,1team_oppfg2pct,2team_oppfg2pct,1team_oppfg3pct,2team_oppfg3pct,1team_oppftpct,2team_oppftpct,1team_oppblockpct,2team_oppblockpct,1team_f3grate,2team_f3grate,1team_oppf3grate,2team_oppf3grate,1team_arate,2team_arate,1team_opparate,2team_opparate,1team_stlrate,2team_stlrate,1team_oppstlrate,2team_oppstlrate
137,2,15,675,85,679,52,28.4158,-81.2989,33.425002,-88.879658,40.280066,-74.006446,69.6884,68.2146,70.1014,67.6194,108.762,100.3472,113.0877,96.6688,93.5042,97.6355,91.5153,99.2267,51.6984,45.7853,35.4204,34.963,66.3877,74.026,11.2821,7.1611,43.8462,46.2916,35.7262,35.6006,64.3836,69.7917,8.285,9.4942,31.6535,37.4584,33.8609,37.0708,50.6083,60.3723,48.1431,57.0342,0.1316,0.1105,0.102,0.1017
137,3,14,695,61,811,52,28.4158,-81.2989,35.785111,-78.674517,30.215283,-92.01941,66.6616,70.5481,64.5789,70.7352,109.5803,108.1981,117.9212,107.6224,97.632,99.0578,94.678,97.5952,53.4759,51.5337,34.5286,36.6834,79.9003,68.6456,6.0105,5.4769,47.4739,49.6695,31.2727,32.4952,71.5278,65.9836,8.6631,7.362,44.609,37.9048,32.391,32.8046,59.7368,60.5809,53.417,49.1354,0.1012,0.1262,0.1041,0.0787
137,6,11,827,71,836,58,28.4158,-81.2989,36.14443,-86.804875,42.282589,-85.61512,67.7695,68.7075,67.1346,67.9332,108.5575,114.2271,110.3443,112.7411,95.5961,95.2437,93.6054,97.1143,49.9568,50.2068,36.7318,36.6548,71.0606,71.57,9.894,7.7432,44.9647,48.0642,34.6041,33.6918,71.5503,67.953,9.3345,7.6923,38.2274,31.7335,37.5965,34.5083,64.8038,56.5806,54.094,50.7891,0.1119,0.1276,0.0917,0.0807
137,7,10,853,80,651,70,28.4158,-81.2989,39.149291,-84.477648,38.215752,-85.758843,65.5357,69.6978,65.5867,69.4314,107.061,103.6755,109.9152,103.0938,94.5428,86.6724,92.2825,85.9569,47.9263,47.2691,37.5661,33.8171,68.8546,75.2922,6.3096,13.531,46.9552,40.9639,30.3468,31.903,68.9711,64.3697,9.9078,9.0367,36.7347,40.625,33.674,33.1889,54.4053,62.2003,51.6471,54.6493,0.1038,0.1153,0.0914,0.0872
138,2,7,559,72,573,55,42.9047,-78.8494,41.808215,-72.249537,41.923332,-87.654116,70.0699,64.7191,70.0805,64.0949,112.3242,109.1876,113.6357,113.5851,91.5039,103.8945,90.1791,101.7404,50.7287,50.1931,40.2262,36.2222,62.3188,69.7466,17.5097,6.4404,38.7437,46.04,32.2902,34.9112,67.3108,69.1126,7.1749,6.8726,25.7595,25.788,28.0975,37.0411,59.0121,53.7515,50.5411,59.3464,0.0855,0.0839,0.0983,0.0944
138,1,8,779,70,796,65,42.9047,-78.8494,39.994442,-75.238343,33.580309,-101.876917,67.8625,69.149,68.6855,69.0417,114.627,105.8933,114.9595,107.6813,90.5368,96.2627,89.9756,93.9987,52.8176,49.4724,40.3871,33.6927,70.1954,74.111,8.7094,8.7838,45.3682,46.6967,27.9923,35.2745,69.4118,66.6096,7.2588,6.766,42.5357,18.7185,29.0848,31.0916,60.2771,54.7722,53.6212,49.7602,0.1342,0.1184,0.0969,0.0911
138,5,4,786,72,662,70,39.7618,-104.8811,43.037587,-76.135062,38.988607,-76.939704,67.4348,73.5764,67.3171,72.8438,107.3484,103.7295,109.5354,108.6867,98.6128,96.0091,94.2421,90.8093,50.479,47.42,32.6923,33.6735,64.0986,63.0952,16.8216,16.7055,45.5621,42.4242,28.9037,36.5971,66.4537,71.9892,6.4849,9.2097,23.4631,24.2454,33.7255,32.6178,55.1766,50.7295,60.7293,52.8424,0.1134,0.1152,0.0967,0.1035
138,3,6,793,78,708,75,39.7618,-104.8811,30.28473,-97.737277,35.912165,-79.050969,68.3376,74.3969,66.9475,72.66,111.1639,108.9502,110.4368,115.0068,96.6107,99.0648,93.177,93.9163,47.1448,50.2209,37.2131,35.1986,68.0441,68.7583,10.1379,10.4621,44.12,49.6949,30.7692,35.1767,71.9834,69.6817,7.7994,9.1311,29.8143,28.9749,34.0642,36.2069,49.4469,61.3455,50.1351,56.3204,0.097,0.1272,0.085,0.1095
138,1,8,577,90,764,62,35.7806,-78.6389,36.00159,-78.94226,40.742859,-74.248753,70.0122,67.2053,69.271,67.7934,113.1113,106.6471,117.6452,108.8018,91.7409,95.1211,89.6445,93.017,52.5035,50.5017,36.4266,34.8337,73.5955,71.7428,14.8976,7.219,43.4513,44.7088,32.3529,30.3571,69.3759,71.7687,8.5535,9.4482,33.4259,29.9356,25.2436,29.2513,52.7505,50.3836,49.7717,52.0057,0.1301,0.0985,0.0936,0.0907
138,4,12,839,84,658,80,35.7806,-78.6389,36.135301,-80.279004,40.889756,-73.901893,73.1548,68.1319,71.8746,67.2722,112.4837,108.7399,120.0258,105.7794,101.8333,93.2878,99.071,95.0985,51.971,47.1255,38.6252,36.8098,71.1701,76.0652,8.0645,10.8567,48.9813,45.3774,37.2828,32.2296,70.1408,69.6925,9.9759,10.5263,32.9558,28.3643,34.9531,27.7574,55.2154,44.357,54.1205,50.514,0.1207,0.1368,0.1059,0.0899
138,8,1,504,70,783,67,47.6097,-122.3331,33.2144,-87.545766,37.431746,-122.182212,65.976,67.0262,66.2969,65.9873,107.3241,110.4171,111.5406,109.6559,100.6911,90.5053,96.4073,89.7042,48.7024,52.0275,37.7104,36.4224,70.5056,75.2308,9.1623,12.0586,44.8517,41.2575,35.9281,32.8767,69.8361,69.5502,9.2561,5.5853,33.9429,26.1999,36.8247,33.467,47.2681,60.424,49.4695,46.9449,0.0944,0.0944,0.072,0.0902
138,10,2,699,91,607,72,47.6097,-122.3331,39.552523,-119.82526,47.668144,-117.403062,69.4157,68.7462,70.0386,68.2624,108.3764,119.0066,109.3536,118.7808,94.7882,94.984,92.4162,93.751,48.762,55.3024,34.0164,39.7149,72.375,75,10.8538,9.3927,45.8755,40.081,30.2281,35.1145,70.5329,69.403,6.3274,5.4988,25.1287,27.8345,27.5681,34.6561,52.5714,61.9577,52.9634,56.4138,0.0905,0.0891,0.0866,0.0872
139,5,4,623,92,549,68,39.9833,-82.9833,39.730827,-90.246256,39.131159,-84.51428,64.7875,68.8876,65.3318,68.5565,111.2415,111.4292,115.0189,114.1686,96.854,91.2039,97.229,92.8092,53.0315,49.1922,34.8943,38.9632,69.5271,67.7188,10.1653,15.197,45.4545,42.4953,33.8889,33.1046,68.2616,71.131,9.0542,4.7658,34.8605,32.5708,30.8571,35.3548,63.4724,59.3824,55.2524,52.0124,0.1058,0.1108,0.0918,0.0798
139,9,1,805,76,640,75,39.9833,-82.9833,33.50223,-86.80917,38.028081,-84.510698,72.3181,68.0538,71.9965,68.3708,102.9431,106.7164,103.8594,111.4277,92.5027,92.2823,91.0124,88.5466,49.4822,52.5559,33.0233,35.5401,66.4134,69.697,9.4884,9.6803,48.2673,44.405,31.5596,32.7974,67.8571,71.8644,7.5444,7.9073,32.2984,31.4348,31.0188,35.5835,63.6054,58.4687,52.3118,50.7102,0.1579,0.1135,0.089,0.1044
139,4,12,636,78,727,63,39.0997,-94.5783,38.957351,-95.24587,45.521394,-123.108777,70.1707,64.538,70.5014,65.7515,106.1732,106.2727,109.4746,106.3002,96.9254,98.2176,93.4269,98.3118,52.0214,52.4621,33.7058,35.4597,70.7819,73.5744,12.0155,8,43.1008,44.3265,31.2903,32.4503,70.7602,71.8929,9.3822,6.5341,29.0584,33.5431,32.4607,33.0235,64.1947,62.5841,53.2,52.3681,0.0999,0.0903,0.0959,0.1057
139,2,7,722,70,666,53,39.0997,-94.5783,36.123085,-97.069743,35.115864,-89.993508,67.6777,68.9246,67.0961,69.4065,114.5271,107.0542,115.703,110.5053,93.2989,96.1269,93.1696,95.3986,55.5321,46.3557,36.9048,35.8726,69.2946,65.7228,9.17,13.8889,45.7708,42.963,31.3187,35.8289,65.7277,69.9346,7.1882,7.8717,22.8385,41.2336,30.1491,34.1865,55.3552,57.7446,54.8,60.1504,0.1132,0.1071,0.0908,0.092
139,3,6,606,57,527,54,43.05,-87.95,33.773732,-84.396019,42.337688,-71.171488,72.6362,64.4223,71.1581,64.3969,106.9236,105.0027,112.3931,108.3558,92.1012,97.3747,90.5671,94.1723,51.3477,49.1815,36.6255,32.57,69.1854,67.995,11.505,7.6573,43.2776,44.5034,29.7408,31.9422,66.4466,70.8647,8.3558,7.9715,32.9417,21.8576,32.8995,32.0803,56.2682,65.4457,54.104,53.0534,0.123,0.1089,0.0972,0.1102
139,3,6,731,59,849,55,43.05,-87.95,40.444502,-79.954692,43.073858,-89.405356,60.5195,61.0506,61.0842,61.9817,111.789,111.5488,113.942,112.1237,90.8103,92.2785,88.1869,90.5653,52.6084,50.2226,31.1947,33.6879,65.8571,71.9298,12.3277,7.7519,41.5008,45.3919,30.662,33.2564,64.0909,69.917,6.9802,8.0142,24.9311,33.4321,30.5319,27.1644,58.2264,56.366,52.7855,47.69,0.0969,0.1117,0.0825,0.0833
139,6,3,827,75,695,73,28.4158,-81.2989,36.14443,-86.804875,35.785111,-78.674517,67.7695,66.6616,67.1346,64.5789,108.5575,109.5803,110.3443,117.9212,95.5961,97.632,93.6054,94.678,49.9568,53.4759,36.7318,34.5286,71.0606,79.9003,9.894,6.0105,44.9647,47.4739,34.6041,31.2727,71.5503,71.5278,9.3345,8.6631,38.2274,44.609,37.5965,32.391,64.8038,59.7368,54.094,53.417,0.1119,0.1012,0.0917,0.1041
139,7,2,853,89,675,74,28.4158,-81.2989,39.149291,-84.477648,33.425002,-88.879658,65.5357,69.6884,65.5867,70.1014,107.061,108.762,109.9152,113.0877,94.5428,93.5042,92.2825,91.5153,47.9263,51.6984,37.5661,35.4204,68.8546,66.3877,6.3096,11.2821,46.9552,43.8462,30.3468,35.7262,68.9711,64.3836,9.9078,8.285,36.7347,31.6535,33.674,33.8609,54.4053,50.6083,51.6471,48.1431,0.1038,0.1316,0.0914,0.102
143,2,3,722,63,731,51,40.8171,-74.085,36.123085,-97.069743,40.444502,-79.954692,67.6777,60.5195,67.0961,61.0842,114.5271,111.789,115.703,113.942,93.2989,90.8103,93.1696,88.1869,55.5321,52.6084,36.9048,31.1947,69.2946,65.8571,9.17,12.3277,45.7708,41.5008,31.3187,30.662,65.7277,64.0909,7.1882,6.9802,22.8385,24.9311,30.1491,30.5319,55.3552,58.2264,54.8,52.7855,0.1132,0.0969,0.0908,0.0825
143,1,4,779,84,839,80,40.8171,-74.085,39.994442,-75.238343,36.135301,-80.279004,67.8625,73.1548,68.6855,71.8746,114.627,112.4837,114.9595,120.0258,90.5368,101.8333,89.9756,99.071,52.8176,51.971,40.3871,38.6252,70.1954,71.1701,8.7094,8.0645,45.3682,48.9813,27.9923,37.2828,69.4118,70.1408,7.2588,9.9759,42.5357,32.9558,29.0848,34.9531,60.2771,55.2154,53.6212,54.1205,0.1342,0.1207,0.0969,0.1059
143,8,5,504,80,786,71,33.45,-112.0667,33.2144,-87.545766,43.037587,-76.135062,65.976,67.4348,66.2969,67.3171,107.3241,107.3484,111.5406,109.5354,100.6911,98.6128,96.4073,94.2421,48.7024,50.479,37.7104,32.6923,70.5056,64.0986,9.1623,16.8216,44.8517,45.5621,35.9281,28.9037,69.8361,66.4537,9.2561,6.4849,33.9429,23.4631,36.8247,33.7255,47.2681,55.1766,49.4695,60.7293,0.0944,0.1134,0.072,0.0967
143,2,6,559,73,827,53,33.45,-112.0667,41.808215,-72.249537,36.14443,-86.804875,70.0699,67.7695,70.0805,67.1346,112.3242,108.5575,113.6357,110.3443,91.5039,95.5961,90.1791,93.6054,50.7287,49.9568,40.2262,36.7318,62.3188,71.0606,17.5097,9.894,38.7437,44.9647,32.2902,34.6041,67.3108,71.5503,7.1749,9.3345,25.7595,38.2274,28.0975,37.5965,59.0121,64.8038,50.5411,54.094,0.0855,0.1119,0.0983,0.0917
144,1,5,577,72,623,62,33.7575,-84.4008,36.00159,-78.94226,39.730827,-90.246256,70.0122,64.7875,69.271,65.3318,113.1113,111.2415,117.6452,115.0189,91.7409,96.854,89.6445,97.229,52.5035,53.0315,36.4266,34.8943,73.5955,69.5271,14.8976,10.1653,43.4513,45.4545,32.3529,33.8889,69.3759,68.2616,8.5535,9.0542,33.4259,34.8605,25.2436,30.8571,52.7505,63.4724,49.7717,55.2524,0.1301,0.1058,0.0936,0.0918
144,7,3,853,79,793,71,33.7575,-84.4008,39.149291,-84.477648,30.28473,-97.737277,65.5357,68.3376,65.5867,66.9475,107.061,111.1639,109.9152,110.4368,94.5428,96.6107,92.2825,93.177,47.9263,47.1448,37.5661,37.2131,68.8546,68.0441,6.3096,10.1379,46.9552,44.12,30.3468,30.7692,68.9711,71.9834,9.9078,7.7994,36.7347,29.8143,33.674,34.0642,54.4053,49.4469,51.6471,50.1351,0.1038,0.097,0.0914,0.085
144,3,10,606,72,699,67,38.6272,-90.1978,33.773732,-84.396019,39.552523,-119.82526,72.6362,69.4157,71.1581,70.0386,106.9236,108.3764,112.3931,109.3536,92.1012,94.7882,90.5671,92.4162,51.3477,48.762,36.6255,34.0164,69.1854,72.375,11.505,10.8538,43.2776,45.8755,29.7408,30.2281,66.4466,70.5329,8.3558,6.3274,32.9417,25.1287,32.8995,27.5681,56.2682,52.5714,54.104,52.9634,0.123,0.0905,0.0972,0.0866
144,4,9,636,100,805,74,38.6272,-90.1978,38.957351,-95.24587,33.50223,-86.80917,70.1707,72.3181,70.5014,71.9965,106.1732,102.9431,109.4746,103.8594,96.9254,92.5027,93.4269,91.0124,52.0214,49.4822,33.7058,33.0233,70.7819,66.4134,12.0155,9.4884,43.1008,48.2673,31.2903,31.5596,70.7602,67.8571,9.3822,7.5444,29.0584,32.2984,32.4607,31.0188,64.1947,63.6054,53.2,52.3118,0.0999,0.1579,0.0959,0.089
145,2,1,722,64,779,62,40.8171,-74.085,36.123085,-97.069743,39.994442,-75.238343,67.6777,67.8625,67.0961,68.6855,114.5271,114.627,115.703,114.9595,93.2989,90.5368,93.1696,89.9756,55.5321,52.8176,36.9048,40.3871,69.2946,70.1954,9.17,8.7094,45.7708,45.3682,31.3187,27.9923,65.7277,69.4118,7.1882,7.2588,22.8385,42.5357,30.1491,29.0848,55.3552,60.2771,54.8,53.6212,0.1132,0.1342,0.0908,0.0969
145,2,8,559,87,504,71,33.45,-112.0667,41.808215,-72.249537,33.2144,-87.545766,70.0699,65.976,70.0805,66.2969,112.3242,107.3241,113.6357,111.5406,91.5039,100.6911,90.1791,96.4073,50.7287,48.7024,40.2262,37.7104,62.3188,70.5056,17.5097,9.1623,38.7437,44.8517,32.2902,35.9281,67.3108,69.8361,7.1749,9.2561,25.7595,33.9429,28.0975,36.8247,59.0121,47.2681,50.5411,49.4695,0.0855,0.0944,0.0983,0.072
146,1,7,577,66,853,63,33.7575,-84.4008,36.00159,-78.94226,39.149291,-84.477648,70.0122,65.5357,69.271,65.5867,113.1113,107.061,117.6452,109.9152,91.7409,94.5428,89.6445,92.2825,52.5035,47.9263,36.4266,37.5661,73.5955,68.8546,14.8976,6.3096,43.4513,46.9552,32.3529,30.3468,69.3759,68.9711,8.5535,9.9078,33.4259,36.7347,25.2436,33.674,52.7505,54.4053,49.7717,51.6471,0.1301,0.1038,0.0936,0.0914
146,3,4,606,79,636,71,38.6272,-90.1978,33.773732,-84.396019,38.957351,-95.24587,72.6362,70.1707,71.1581,70.5014,106.9236,106.1732,112.3931,109.4746,92.1012,96.9254,90.5671,93.4269,51.3477,52.0214,36.6255,33.7058,69.1854,70.7819,11.505,12.0155,43.2776,43.1008,29.7408,31.2903,66.4466,70.7602,8.3558,9.3822,32.9417,29.0584,32.8995,32.4607,56.2682,64.1947,54.104,53.2,0.123,0.0999,0.0972,0.0959
152,2,1,559,79,577,78,29.4169,-98.4789,41.808215,-72.249537,36.00159,-78.94226,70.0699,70.0122,70.0805,69.271,112.3242,113.1113,113.6357,117.6452,91.5039,91.7409,90.1791,89.6445,50.7287,52.5035,40.2262,36.4266,62.3188,73.5955,17.5097,14.8976,38.7437,43.4513,32.2902,32.3529,67.3108,69.3759,7.1749,8.5535,25.7595,33.4259,28.0975,25.2436,59.0121,52.7505,50.5411,49.7717,0.0855,0.1301,0.0983,0.0936
152,3,2,606,67,722,65,29.4169,-98.4789,33.773732,-84.396019,36.123085,-97.069743,72.6362,67.6777,71.1581,67.0961,106.9236,114.5271,112.3931,115.703,92.1012,93.2989,90.5671,93.1696,51.3477,55.5321,36.6255,36.9048,69.1854,69.2946,11.505,9.17,43.2776,45.7708,29.7408,31.3187,66.4466,65.7277,8.3558,7.1882,32.9417,22.8385,32.8995,30.1491,56.2682,55.3552,54.104,54.8,0.123,0.1132,0.0972,0.0908
154,2,3,559,82,606,73,29.4169,-98.4789,41.808215,-72.249537,33.773732,-84.396019,70.0699,72.6362,70.0805,71.1581,112.3242,106.9236,113.6357,112.3931,91.5039,92.1012,90.1791,90.5671,50.7287,51.3477,40.2262,36.6255,62.3188,69.1854,17.5097,11.505,38.7437,43.2776,32.2902,29.7408,67.3108,66.4466,7.1749,8.3558,25.7595,32.9417,28.0975,32.8995,59.0121,56.2682,50.5411,54.104,0.0855,0.123,0.0983,0.0972
134,16,16,718,79,505,69,39.7594,-84.1917,42.67255,-83.218895,34.783368,-86.568502,65.8466,73.2873,65.9925,73.1413,106.5184,92.704,106.3563,90.8205,110.8047,91.982,107.7048,100.9975,50.1712,44.6445,33.9721,30.3473,66.358,61.3846,7.1291,9.1379,53.7572,47.4138,37.5,30.4348,70.3151,65.7588,7.1918,9.6682,32.9506,34.1448,39.2982,27.3638,58.0026,56.6719,66.0494,55.7833,0.1038,0.1501,0.0887,0.0972
136,3,14,511,66,822,53,43.6167,-116.2,32.232071,-110.950769,41.740748,-111.81391,70.7242,61.9474,69.7604,62.8181,111.7366,117.0619,114.0151,114.3996,97.7107,92.3663,95.3458,95.7249,50.7077,58.0139,40.1587,39.1121,77.6184,69.1438,9.8833,8.2958,47.838,43.8233,34.6883,31.9739,67.4757,71.8204,5.7231,8.0139,27.9379,29.1795,33.6219,35.5981,56.7317,64.5123,58.7618,47.654,0.1129,0.0898,0.0957,0.1003
136,8,9,727,79,731,71,43.6167,-116.2,45.521394,-123.108777,40.444502,-79.954692,64.1313,64.4186,64.432,64.8737,111.9664,111.5947,111.96,113.9544,98.0723,97.2655,98.3435,95.7879,55.3172,50.9502,38.2129,37.8788,74.3265,65.8789,8.2192,11.8562,45.8048,44.0233,33.4862,33.9161,67.1395,70.5179,6.7164,8.5973,32.9161,29.4831,35.8946,35.7277,58.1864,59.4851,51.5915,61.8238,0.0767,0.0998,0.1126,0.0817
136,11,6,805,82,655,68,43.6167,-116.2,33.50223,-86.80917,30.414805,-91.169552,72.2258,66.9199,71.3801,67.0174,107.0809,110.2823,108.0639,113.3772,98.575,104.2854,97.669,99.4931,49.8177,51.0277,34.72,35.9019,69.5876,72.9927,8.4702,11.0147,49.0925,47.7884,35.1632,37.9427,71.6826,68.609,8.3151,7.2386,31.3126,33.787,36.8105,33.9633,56.7778,56.9588,57.1429,45.4897,0.1569,0.1014,0.081,0.0917
136,1,16,840,88,680,77,43.6167,-116.2,39.217329,-76.06878,46.861074,-113.98294,73.9319,69.6107,73.0208,68.9155,115.4002,99.5591,118.43,98.5922,98.9164,98.9574,97.9493,101.638,52.8424,51.1881,38.695,35.1738,73.0245,67.3882,6.1818,7.6923,50.5455,47.8338,33.7248,33.3333,69.5425,69.685,6.0078,9.4059,29.8595,32.6217,30.2385,34.0909,60.7642,58.2003,55.9152,55.7065,0.1104,0.084,0.0922,0.1225
136,4,13,527,85,728,65,41.4822,-81.6697,42.337688,-71.171488,39.951002,-75.193618,64.8996,67.0502,65.1856,68.8691,109.5473,101.4124,112.0723,100.8756,97.3706,89.9084,95.6471,91.3251,48.6772,48.3776,34.1598,34.103,71.1911,65.9375,9.6909,9.1725,44.0267,44.0678,35.6618,33.3333,69.8598,63.7607,7.8609,9.6362,21.5302,35.6329,31.2464,34.6154,68.6198,61.4035,56.8655,53.4733,0.109,0.1183,0.107,0.1097
136,2,15,839,70,547,54,41.4822,-81.6697,36.135301,-80.279004,35.048247,-85.299812,71.5778,69.9977,69.8891,68.3899,117.2191,100.4572,124.7564,97.8901,102.1108,96.8708,100.2004,98.3022,53.4031,50.8088,39.9046,30.2041,68.4327,67.2727,9.0145,6.9393,47.0588,46.8401,36.9723,35.2417,69.0881,67.4725,8.9005,10.2759,31.9939,31.7975,34.4188,49.3409,55.0259,55.4252,52.7586,60.7634,0.1182,0.1001,0.1031,0.1225
136,7,10,843,63,562,61,41.4822,-81.6697,39.63468,-79.953926,41.265325,-95.947029,64.2401,64.4909,64.6827,64.5072,108.9222,110.4606,112.3967,113.1231,101.9979,100.2475,98.9497,99.6311,52.5359,47.619,36.0452,41.4427,74.2097,73.0303,10.0467,8.5648,49.3769,47.7623,36.1065,36.1582,72.7121,65.1741,9.6651,10.0629,45.8549,38.8462,31.8833,29.064,66.5899,58.6877,56.5217,53.1443,0.1233,0.1062,0.1,0.0939
136,12,5,845,83,504,73,41.4822,-81.6697,43.076848,-87.880488,33.2144,-87.545766,67.7562,65.0074,70.4991,64.4342,107.479,114.414,106.187,115.9347,93.7841,98.7946,94.8926,96.3603,49.9051,53.8235,35.2507,39.0164,70.7621,73.3894,9.6014,11.1842,46.8297,42.9276,30.7547,36.5539,70.1299,65.1613,7.5901,6.2745,39.1455,37.4233,32.4357,33.8051,54.1176,54.892,48.6765,52.0694,0.1188,0.078,0.0954,0.0878
136,7,10,549,76,628,64,39.7637,-86.1633,39.131159,-84.51428,41.660695,-91.535698,69.005,68.4723,69.3382,68.7908,109.8523,105.9579,109.8964,110.5638,92.8323,97.1935,93.4003,94.7925,48.1684,49.5679,34.858,37.6344,69.0205,69.1275,16.779,13.5975,38.8764,45.2214,34.3284,34.8915,67.2241,66.5635,5.6898,8.3268,33.0725,30.4752,33.4165,31.7603,59.118,59.5719,48.1976,58.4071,0.0783,0.1083,0.084,0.0999
136,1,16,623,67,588,55,39.7637,-86.1633,39.730827,-90.246256,40.896162,-74.030023,65.3035,69.9474,66.158,69.6665,118.4394,105.2655,120.2137,100.8907,92.2107,100.3342,88.4703,103.8184,54.1636,49.6947,39.2246,34.876,72.8111,66.6137,8.5239,10.8527,44.0748,49.0698,35.7911,36.4706,64.5212,65.1403,7.1687,6.1069,38.8397,31.5927,31.0888,28.3333,66.5751,55.8005,55.4661,54.7009,0.1173,0.1009,0.0755,0.0889
136,2,15,640,72,580,64,39.7637,-86.1633,38.028081,-84.510698,37.740396,-84.301356,67.741,66.5977,68.175,66.7652,108.3268,105.208,110.0217,101.0895,91.0862,100.4154,89.6089,100.1037,52.3372,52.0853,34.3307,35.4508,66.2551,66.1856,12.5964,9.1231,44.9871,46.2356,32.9412,36.2694,68.9949,68.9103,8.5057,6.7655,32.732,31.1423,36.8165,25.4785,56.4928,55.7823,51.0013,53.4743,0.1349,0.1009,0.0751,0.118
136,9,8,699,61,793,57,39.7637,-86.1633,39.552523,-119.82526,30.28473,-97.737277,67.555,69.0515,66.902,67.9604,102.8667,111.3804,102.2511,110.8698,92.199,98.9668,91.8635,96.7025,49.7791,49.1979,27.0096,38.5762,70.3166,69.6078,12.3824,11.0825,42.79,44.0722,31.2384,31.6024,69.9387,68.6851,7.2165,7.9323,18.6339,34.9942,29.7744,36.6703,60.2632,49.6815,53.986,53.0303,0.0992,0.087,0.1116,0.1014
136,3,14,607,74,848,64,32.2217,-110.9264,47.668144,-117.403062,34.93851,-81.028663,68.3884,63.4751,68.2079,63.6859,116.4325,104.5143,117.9394,101.0443,102.1025,92.0599,100.3467,95.2913,54.1602,47.923,37.9653,36.1552,73.9021,68.7011,9.541,11.9126,45.6346,44.5902,35.3909,32.8744,67.4545,66.1667,4.3143,6.383,23.6919,36.4865,39.6196,38.8369,56.7757,61.6519,63.6601,55.9265,0.0798,0.1211,0.0864,0.0992
136,3,14,721,84,704,67,32.2217,-110.9264,35.208152,-97.445692,43.138553,-79.03105,67.1795,71.415,66.0445,70.4299,111.9484,116.9511,113.6718,113.7218,93.7,107.0503,93.3011,109.5627,52.1412,48.4509,37.1528,35.8566,69.0184,75.9798,10.1824,7.5269,47.4924,50.9217,29.2056,35.5641,70.0454,73.4277,6.3862,10.241,30.2045,39.3211,24.5413,28.6575,56.2775,56.7827,53.2,58.1861,0.1322,0.0938,0.1022,0.0833
136,6,11,796,78,810,66,32.2217,-110.9264,33.580309,-101.876917,34.068892,-118.443901,70.9395,70.5711,70.4216,70.1395,108.3214,103.8979,107.8136,106.0566,97.9503,99.9435,95.236,96.2145,50.0318,50.2688,37.7604,34.7584,75.5747,71.9243,9.4109,6.1107,46.2127,49.1329,37.2274,33.4669,66.5441,68.4956,7.0566,6.6308,19.6219,32.5272,32.94,29.1813,59.3348,55.7487,54.6856,50.9186,0.1105,0.0817,0.09,0.0875
136,6,11,821,60,824,54,32.2217,-110.9264,40.762484,-111.846044,31.771697,-106.50356,60.1046,67.2885,59.9763,67.3396,112.01,112.1421,112.5499,111.2898,94.7338,98.7319,93.3459,101.3675,55.3982,50.0381,36.7089,36.7925,71.5481,79.3388,7.9476,7.5083,46.6376,49.2574,33.7143,33.4437,68.1928,68.0702,9.823,10.4341,25.9016,28.7575,31.4371,33.2599,61.3489,63.4977,49.3671,57.9474,0.0968,0.1089,0.13,0.0778
137,1,16,577,57,571,46,35.2269,-80.8433,36.00159,-78.94226,39.187173,-75.54053,70.6416,60.713,69.417,60.188,112.5574,102.0196,115.3147,102.5804,92.9018,101.5197,90.0078,106.6371,48.8715,47.1443,38.0079,34.2444,71.2546,74.4745,13.8539,8.5343,41.2469,51.4842,30.622,37.5,71.4953,65.0177,11.3715,10.5919,39.8433,39.2429,20.8375,31.5121,49.3552,52.6237,41.8902,52.2267,0.1232,0.141,0.1064,0.1003
137,9,8,629,64,673,53,35.2269,-80.8433,42.026368,-93.648353,44.977886,-93.235352,67.2894,67.2859,67.6111,68.7136,100.2753,101.2773,101.2715,101.1123,93.928,93.218,90.0225,88.2396,47.6901,49.2623,29.199,34.9076,68.3043,70.4718,11.2583,12.5216,48.439,47.6684,30.7238,31.7117,67.6136,70.5009,7.1073,10.5738,21.5719,28.5296,39.0427,32.3993,56.7602,58.7549,62.3611,57.6923,0.1385,0.1357,0.106,0.1208
137,9,8,675,93,783,70,35.2269,-80.8433,33.425002,-88.879658,37.431746,-122.182212,68.9848,68.9204,70.1456,68.0227,104.6399,101.0188,105.8001,104.6802,95.8627,98.3397,93.6936,94.0718,49.0497,45.9364,33.7288,34.1598,66.5404,73.6765,8.9132,6.6303,46.1298,44.3838,31.7175,37.721,67.5,71.3073,7.9678,8.2686,30.1328,20.4162,36.082,28.4199,54.5977,48.1912,55.3114,51.6426,0.0992,0.0965,0.1138,0.0998
